Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
CUST674,261,1,300.0,2,4,4,244,Loyal Customers
CUST675,151,1,60.0,3,4,2,342,Loyal Customers
CUST676,167,1,1500.0,3,4,5,345,Loyal Customers
CUST677,67,1,1500.0,5,4,5,545,Loyal Customers
CUST678,10,1,900.0,5,4,4,544,Loyal Customers
CUST679,356,1,90.0,1,4,2,142,Loyal Customers
CUST680,72,1,900.0,5,4,4,544,Loyal Customers
CUST681,172,1,60.0,3,4,2,342,Loyal Customers
CUST682,122,1,1200.0,4,4,5,445,Loyal Customers
CUST683,363,1,1000.0,1,4,4,144,Loyal Customers
CUST684,186,1,1000.0,3,4,4,344,Loyal Customers
CUST685,214,1,50.0,3,4,1,341,Loyal Customers
CUST686,167,1,200.0,3,4,3,343,Loyal Customers
CUST687,152,1,300.0,3,4,4,344,Loyal Customers
CUST688,91,1,100.0,4,4,2,442,Loyal Customers
CUST689,87,1,100.0,4,4,2,442,Loyal Customers
CUST690,58,1,900.0,5,4,4,544,Loyal Customers
CUST691,254,1,90.0,2,4,2,242,Loyal Customers
CUST692,117,1,100.0,4,4,2,442,Loyal Customers
CUST693,254,1,1500.0,2,4,5,245,Loyal Customers
CUST694,227,1,50.0,2,4,1,241,Loyal Customers
CUST695,143,1,150.0,4,4,3,443,Loyal Customers
CUST696,118,1,200.0,4,4,3,443,Loyal Customers
CUST697,352,1,500.0,1,4,4,144,Loyal Customers
CUST698,167,1,300.0,3,4,4,344,Loyal Customers
CUST699,194,1,120.0,3,4,3,343,Loyal Customers
CUST700,24,1,2000.0,5,4,5,545,Loyal Customers
CUST701,19,1,60.0,5,4,2,542,Loyal Customers
CUST702,159,1,600.0,3,4,4,344,Loyal Customers
CUST703,282,1,100.0,2,4,2,242,Loyal Customers
CUST704,127,1,90.0,4,4,2,442,Loyal Customers
CUST705,301,1,50.0,1,4,1,141,Loyal Customers
CUST706,48,1,100.0,5,4,2,542,Loyal Customers
CUST707,93,1,500.0,4,4,4,444,Loyal Customers
CUST708,353,1,900.0,1,4,4,144,Loyal Customers
CUST709,165,1,1000.0,3,4,4,344,Loyal Customers
CUST710,63,1,1500.0,5,4,5,545,Loyal Customers
CUST711,78,1,1500.0,4,4,5,445,Loyal Customers
CUST712,27,1,50.0,5,4,1,541,Loyal Customers
CUST713,353,1,75.0,1,4,2,142,Loyal Customers
CUST714,324,1,500.0,1,4,4,144,Loyal Customers
CUST715,37,1,100.0,5,4,2,542,Loyal Customers
CUST716,147,1,1200.0,4,4,5,445,Loyal Customers
CUST717,297,1,500.0,1,4,4,144,Loyal Customers
CUST718,130,1,75.0,4,4,2,442,Loyal Customers
CUST719,273,1,60.0,2,4,2,242,Loyal Customers
CUST720,341,1,1500.0,1,4,5,145,Loyal Customers
CUST721,233,1,500.0,2,4,4,244,Loyal Customers
CUST722,172,1,900.0,3,4,4,344,Loyal Customers
CUST723,199,1,200.0,3,4,3,343,Loyal Customers
CUST724,258,1,150.0,2,4,3,243,Loyal Customers
CUST725,134,1,300.0,4,4,4,444,Loyal Customers
CUST726,199,1,1200.0,3,4,5,345,Loyal Customers
CUST727,194,1,900.0,3,4,4,344,Loyal Customers
CUST728,172,1,150.0,3,4,3,343,Loyal Customers
CUST729,224,1,1200.0,3,4,5,345,Loyal Customers
CUST730,151,1,50.0,3,4,1,341,Loyal Customers
CUST731,237,1,2000.0,2,4,5,245,Loyal Customers
CUST732,325,1,1000.0,1,4,4,144,Loyal Customers
CUST733,126,1,30.0,4,4,1,441,Loyal Customers
CUST734,357,1,30.0,1,4,1,141,Loyal Customers
CUST735,90,1,2000.0,4,4,5,445,Loyal Customers
CUST736,340,1,100.0,1,4,2,142,Loyal Customers
CUST737,187,1,50.0,3,4,1,341,Loyal Customers
CUST738,252,1,100.0,2,4,2,242,Loyal Customers
CUST739,34,1,25.0,5,4,1,541,Loyal Customers
CUST740,331,1,200.0,1,4,3,143,Loyal Customers
CUST741,33,1,300.0,5,4,4,544,Loyal Customers
CUST742,346,1,2000.0,1,4,5,145,Loyal Customers
CUST743,351,1,2000.0,1,4,5,145,Loyal Customers
CUST744,240,1,25.0,2,4,1,241,Loyal Customers
CUST745,264,1,100.0,2,4,2,242,Loyal Customers
CUST746,356,1,90.0,1,4,2,142,Loyal Customers
CUST747,48,1,30.0,5,4,1,541,Loyal Customers
CUST748,288,1,150.0,2,4,3,243,Loyal Customers
CUST749,244,1,30.0,2,4,1,241,Loyal Customers
CUST750,302,1,75.0,1,4,2,142,Loyal Customers
CUST751,124,1,50.0,4,4,1,441,Loyal Customers
CUST752,24,1,100.0,5,4,2,542,Loyal Customers
CUST753,308,1,30.0,1,4,1,141,Loyal Customers
CUST754,78,1,100.0,4,4,2,442,Loyal Customers
CUST755,255,1,75.0,2,4,2,242,Loyal Customers
CUST756,128,1,1200.0,4,4,5,445,Loyal Customers
CUST757,8,1,1200.0,5,4,5,545,Loyal Customers
CUST758,235,1,100.0,2,4,2,242,Loyal Customers
CUST759,178,1,100.0,3,4,2,342,Loyal Customers
CUST760,281,1,500.0,2,4,4,244,Loyal Customers
CUST761,56,1,500.0,5,4,4,544,Loyal Customers
CUST762,56,1,50.0,5,4,1,541,Loyal Customers
CUST763,308,1,50.0,1,4,1,141,Loyal Customers
CUST764,283,1,25.0,2,4,1,241,Loyal Customers
CUST765,207,1,200.0,3,4,3,343,Loyal Customers
CUST766,311,1,900.0,1,4,4,144,Loyal Customers
CUST767,70,1,75.0,5,4,2,542,Loyal Customers
CUST768,353,1,75.0,1,4,2,142,Loyal Customers
CUST769,207,1,120.0,3,4,3,343,Loyal Customers
CUST770,72,1,50.0,5,4,1,541,Loyal Customers
CUST771,20,1,50.0,5,4,1,541,Loyal Customers
CUST772,174,1,30.0,3,4,1,341,Loyal Customers
CUST773,163,1,2000.0,3,4,5,345,Loyal Customers
CUST774,265,1,50.0,2,4,1,241,Loyal Customers
CUST775,328,1,100.0,1,4,2,142,Loyal Customers
CUST776,63,1,90.0,5,4,2,542,Loyal Customers
CUST777,13,1,150.0,5,4,3,543,Loyal Customers
CUST778,45,1,100.0,5,4,2,542,Loyal Customers
CUST779,242,1,1000.0,2,4,4,244,Loyal Customers
CUST780,314,1,50.0,1,4,1,141,Loyal Customers
CUST781,10,1,500.0,5,4,4,544,Loyal Customers
CUST782,212,1,900.0,3,4,4,344,Loyal Customers
CUST783,16,1,300.0,5,4,4,544,Loyal Customers
CUST784,59,1,500.0,5,4,4,544,Loyal Customers
CUST785,305,1,200.0,1,4,3,143,Loyal Customers
CUST786,77,1,100.0,4,4,2,442,Loyal Customers
CUST787,345,1,25.0,1,4,1,141,Loyal Customers
CUST788,189,1,900.0,3,4,4,344,Loyal Customers
CUST789,94,1,2000.0,4,4,5,445,Loyal Customers
CUST790,147,1,25.0,4,4,1,441,Loyal Customers
CUST791,28,1,25.0,5,4,1,541,Loyal Customers
CUST792,177,1,50.0,3,4,1,341,Loyal Customers
CUST793,331,1,30.0,1,4,1,141,Loyal Customers
CUST794,107,1,300.0,4,4,4,444,Loyal Customers
CUST795,35,1,300.0,5,4,4,544,Loyal Customers
CUST796,192,1,120.0,3,4,3,343,Loyal Customers
CUST797,360,1,75.0,1,4,2,142,Loyal Customers
CUST798,151,1,50.0,3,4,1,341,Loyal Customers
CUST799,116,1,100.0,4,4,2,442,Loyal Customers
CUST800,312,1,1200.0,1,5,5,155,Loyal Customers
CUST801,145,1,200.0,4,5,3,453,Loyal Customers
CUST802,181,1,30.0,3,5,1,351,Loyal Customers
CUST803,41,1,100.0,5,5,2,552,Loyal Customers
CUST804,131,1,30.0,4,5,1,451,Loyal Customers
CUST805,4,1,1500.0,5,5,5,555,Best Customers
CUST806,288,1,900.0,2,5,4,254,Loyal Customers
CUST807,144,1,200.0,4,5,3,453,Loyal Customers
CUST808,276,1,2000.0,2,5,5,255,Loyal Customers
CUST809,99,1,100.0,4,5,2,452,Loyal Customers
CUST810,33,1,100.0,5,5,2,552,Loyal Customers
CUST811,228,1,50.0,2,5,1,251,Loyal Customers
CUST812,51,1,75.0,5,5,2,552,Loyal Customers
CUST813,91,1,150.0,4,5,3,453,Loyal Customers
CUST814,119,1,500.0,4,5,4,454,Loyal Customers
CUST815,128,1,75.0,4,5,2,452,Loyal Customers
CUST816,143,1,1000.0,4,5,4,454,Loyal Customers
CUST817,63,1,200.0,5,5,3,553,Loyal Customers
CUST818,229,1,500.0,2,5,4,254,Loyal Customers
CUST819,201,1,100.0,3,5,2,352,Loyal Customers
CUST820,241,1,200.0,2,5,3,253,Loyal Customers
CUST821,322,1,300.0,1,5,4,154,Loyal Customers
CUST822,224,1,150.0,3,5,3,353,Loyal Customers
CUST823,136,1,100.0,4,5,2,452,Loyal Customers
CUST824,242,1,120.0,2,5,3,253,Loyal Customers
CUST825,129,1,25.0,4,5,1,451,Loyal Customers
CUST826,75,1,300.0,4,5,4,454,Loyal Customers
CUST827,54,1,900.0,5,5,4,554,Loyal Customers
CUST828,24,1,1200.0,5,5,5,555,Best Customers
CUST829,172,1,90.0,3,5,2,352,Loyal Customers
CUST830,194,1,150.0,3,5,3,353,Loyal Customers
CUST831,352,1,100.0,1,5,2,152,Loyal Customers
CUST832,113,1,2000.0,4,5,5,455,Loyal Customers
CUST833,200,1,200.0,3,5,3,353,Loyal Customers
CUST834,273,1,60.0,2,5,2,252,Loyal Customers
CUST835,117,1,200.0,4,5,3,453,Loyal Customers
CUST836,258,1,50.0,2,5,1,251,Loyal Customers
CUST837,185,1,90.0,3,5,2,352,Loyal Customers
CUST838,234,1,600.0,2,5,4,254,Loyal Customers
CUST839,192,1,1200.0,3,5,5,355,Loyal Customers
CUST840,223,1,50.0,3,5,1,351,Loyal Customers
CUST841,61,1,100.0,5,5,2,552,Loyal Customers
CUST842,7,1,600.0,5,5,4,554,Loyal Customers
CUST843,225,1,1500.0,2,5,5,255,Loyal Customers
CUST844,82,1,150.0,4,5,3,453,Loyal Customers
CUST845,361,1,500.0,1,5,4,154,Loyal Customers
CUST846,102,1,50.0,4,5,1,451,Loyal Customers
CUST847,269,1,1200.0,2,5,5,255,Loyal Customers
CUST848,323,1,75.0,1,5,2,152,Loyal Customers
CUST849,243,1,50.0,2,5,1,251,Loyal Customers
CUST850,158,1,1000.0,3,5,4,354,Loyal Customers
CUST851,116,1,50.0,4,5,1,451,Loyal Customers
CUST852,82,1,300.0,4,5,4,454,Loyal Customers
CUST853,243,1,1000.0,2,5,4,254,Loyal Customers
CUST854,13,1,50.0,5,5,1,551,Loyal Customers
CUST855,123,1,25.0,4,5,1,451,Loyal Customers
CUST856,36,1,120.0,5,5,3,553,Loyal Customers
CUST857,2,1,50.0,5,5,1,551,Loyal Customers
CUST858,115,1,100.0,4,5,2,452,Loyal Customers
CUST859,137,1,1500.0,4,5,5,455,Loyal Customers
CUST860,358,1,200.0,1,5,3,153,Loyal Customers
CUST861,319,1,90.0,1,5,2,152,Loyal Customers
CUST862,216,1,1200.0,3,5,5,355,Loyal Customers
CUST863,253,1,50.0,2,5,1,251,Loyal Customers
CUST864,159,1,500.0,3,5,4,354,Loyal Customers
CUST865,12,1,300.0,5,5,4,554,Loyal Customers
CUST866,242,1,50.0,2,5,1,251,Loyal Customers
CUST867,210,1,500.0,3,5,4,354,Loyal Customers
CUST868,27,1,300.0,5,5,4,554,Loyal Customers
CUST869,69,1,1500.0,5,5,5,555,Best Customers
CUST870,178,1,120.0,3,5,3,353,Loyal Customers
CUST871,124,1,60.0,4,5,2,452,Loyal Customers
CUST872,83,1,75.0,4,5,2,452,Loyal Customers
CUST873,95,1,100.0,4,5,2,452,Loyal Customers
CUST874,190,1,30.0,3,5,1,351,Loyal Customers
CUST875,149,1,2000.0,3,5,5,355,Loyal Customers
CUST876,85,1,120.0,4,5,3,453,Loyal Customers
CUST877,197,1,25.0,3,5,1,351,Loyal Customers
CUST878,186,1,30.0,3,5,1,351,Loyal Customers
CUST879,7,1,30.0,5,5,1,551,Loyal Customers
CUST880,134,1,1000.0,4,5,4,454,Loyal Customers
CUST881,228,1,300.0,2,5,4,254,Loyal Customers
CUST882,210,1,50.0,3,5,1,351,Loyal Customers
CUST883,238,1,500.0,2,5,4,254,Loyal Customers
CUST884,248,1,60.0,2,5,2,252,Loyal Customers
CUST885,305,1,120.0,1,5,3,153,Loyal Customers
CUST886,268,1,900.0,2,5,4,254,Loyal Customers
CUST887,205,1,100.0,3,5,2,352,Loyal Customers
CUST888,305,1,100.0,1,5,2,152,Loyal Customers
CUST889,92,1,50.0,4,5,1,451,Loyal Customers
CUST890,13,1,50.0,5,5,1,551,Loyal Customers
CUST891,272,1,900.0,2,5,4,254,Loyal Customers
CUST892,268,1,50.0,2,5,1,251,Loyal Customers
CUST893,256,1,50.0,2,5,1,251,Loyal Customers
CUST894,119,1,30.0,4,5,1,451,Loyal Customers
CUST895,225,1,120.0,2,5,3,253,Loyal Customers
CUST896,65,1,50.0,5,5,1,551,Loyal Customers
CUST897,98,1,100.0,4,5,2,452,Loyal Customers
CUST898,61,1,90.0,5,5,2,552,Loyal Customers
CUST899,222,1,600.0,3,5,4,354,Loyal Customers
CUST900,315,1,60.0,1,5,2,152,Loyal Customers
CUST901,267,1,30.0,2,5,1,251,Loyal Customers
CUST902,215,1,50.0,3,5,1,351,Loyal Customers
CUST903,250,1,200.0,2,5,3,253,Loyal Customers
CUST904,182,1,500.0,3,5,4,354,Loyal Customers
CUST905,275,1,300.0,2,5,4,254,Loyal Customers
CUST906,212,1,50.0,3,5,1,351,Loyal Customers
CUST907,359,1,25.0,1,5,1,151,Loyal Customers
CUST908,4,1,1200.0,5,5,5,555,Best Customers
CUST909,93,1,300.0,4,5,4,454,Loyal Customers
CUST910,302,1,150.0,1,5,3,153,Loyal Customers
CUST911,226,1,900.0,2,5,4,254,Loyal Customers
CUST912,343,1,150.0,1,5,3,153,Loyal Customers
CUST913,339,1,90.0,1,5,2,152,Loyal Customers
CUST914,83,1,500.0,4,5,4,454,Loyal Customers
CUST915,217,1,90.0,3,5,2,352,Loyal Customers
CUST916,9,1,50.0,5,5,1,551,Loyal Customers
CUST917,302,1,200.0,1,5,3,153,Loyal Customers
CUST918,40,1,90.0,5,5,2,552,Loyal Customers
CUST919,115,1,50.0,4,5,1,451,Loyal Customers
CUST920,314,1,75.0,1,5,2,152,Loyal Customers
CUST921,360,1,75.0,1,5,2,152,Loyal Customers
CUST922,73,1,50.0,4,5,1,451,Loyal Customers
CUST923,221,1,900.0,3,5,4,354,Loyal Customers
CUST924,126,1,100.0,4,5,2,452,Loyal Customers
CUST925,121,1,300.0,4,5,4,454,Loyal Customers
CUST926,141,1,30.0,4,5,1,451,Loyal Customers
CUST927,192,1,2000.0,3,5,5,355,Loyal Customers
CUST928,272,1,1200.0,2,5,5,255,Loyal Customers
CUST929,340,1,75.0,1,5,2,152,Loyal Customers
CUST930,237,1,200.0,2,5,3,253,Loyal Customers
CUST931,122,1,120.0,4,5,3,453,Loyal Customers
CUST932,308,1,100.0,1,5,2,152,Loyal Customers
CUST933,333,1,30.0,1,5,1,151,Loyal Customers
CUST934,161,1,500.0,3,5,4,354,Loyal Customers
CUST935,115,1,50.0,4,5,1,451,Loyal Customers
CUST936,329,1,200.0,1,5,3,153,Loyal Customers
CUST937,71,1,500.0,5,5,4,554,Loyal Customers
CUST938,44,1,200.0,5,5,3,553,Loyal Customers
CUST939,15,1,300.0,5,5,4,554,Loyal Customers
CUST940,339,1,30.0,1,5,1,151,Loyal Customers
CUST941,289,1,50.0,2,5,1,251,Loyal Customers
CUST942,290,1,1500.0,1,5,5,155,Loyal Customers
CUST943,78,1,1200.0,4,5,5,455,Loyal Customers
CUST944,211,1,50.0,3,5,1,351,Loyal Customers
CUST945,323,1,25.0,1,5,1,151,Loyal Customers
CUST946,239,1,2000.0,2,5,5,255,Loyal Customers
CUST947,306,1,300.0,1,5,4,154,Loyal Customers
CUST948,81,1,75.0,4,5,2,452,Loyal Customers
CUST949,153,1,50.0,3,5,1,351,Loyal Customers
CUST950,56,1,900.0,5,5,4,554,Loyal Customers
CUST951,61,1,100.0,5,5,2,552,Loyal Customers
CUST952,50,1,25.0,5,5,1,551,Loyal Customers
CUST953,251,1,90.0,2,5,2,252,Loyal Customers
CUST954,99,1,900.0,4,5,4,454,Loyal Customers
CUST955,172,1,25.0,3,5,1,351,Loyal Customers
CUST956,136,1,1500.0,4,5,5,455,Loyal Customers
CUST957,140,1,120.0,4,5,3,453,Loyal Customers
CUST958,214,1,50.0,3,5,1,351,Loyal Customers
CUST959,65,1,60.0,5,5,2,552,Loyal Customers
CUST960,147,1,60.0,4,5,2,452,Loyal Customers
CUST961,210,1,200.0,3,5,3,353,Loyal Customers
CUST962,75,1,60.0,4,5,2,452,Loyal Customers
CUST963,49,1,50.0,5,5,1,551,Loyal Customers
CUST964,336,1,900.0,1,5,4,154,Loyal Customers
CUST965,54,1,200.0,5,5,3,553,Loyal Customers
CUST966,316,1,1000.0,1,5,4,154,Loyal Customers
CUST967,260,1,25.0,2,5,1,251,Loyal Customers
CUST968,46,1,900.0,5,5,4,554,Loyal Customers
CUST969,258,1,900.0,2,5,4,254,Loyal Customers
CUST970,231,1,2000.0,2,5,5,255,Loyal Customers
CUST971,28,1,200.0,5,5,3,553,Loyal Customers
CUST972,325,1,100.0,1,5,2,152,Loyal Customers
CUST973,286,1,50.0,2,5,1,251,Loyal Customers
CUST974,244,1,30.0,2,5,1,251,Loyal Customers
CUST975,278,1,200.0,2,5,3,253,Loyal Customers
CUST976,84,1,600.0,4,5,4,454,Loyal Customers
CUST977,328,1,75.0,1,5,2,152,Loyal Customers
CUST978,286,1,150.0,2,5,3,253,Loyal Customers
CUST979,365,1,25.0,1,5,1,151,Loyal Customers
CUST980,157,1,75.0,3,5,2,352,Loyal Customers
CUST981,136,1,60.0,4,5,2,452,Loyal Customers
CUST982,14,1,90.0,5,5,2,552,Loyal Customers
CUST983,62,1,300.0,5,5,4,554,Loyal Customers
CUST984,126,1,500.0,4,5,4,454,Loyal Customers
CUST985,217,1,50.0,3,5,1,351,Loyal Customers
CUST986,350,1,1000.0,1,5,4,154,Loyal Customers
CUST987,248,1,900.0,2,5,4,254,Loyal Customers
CUST988,219,1,75.0,3,5,2,352,Loyal Customers
CUST989,5,1,25.0,5,5,1,551,Loyal Customers
CUST990,222,1,1000.0,3,5,4,354,Loyal Customers
CUST991,7,1,100.0,5,5,2,552,Loyal Customers
CUST992,134,1,60.0,4,5,2,452,Loyal Customers
CUST993,330,1,150.0,1,5,3,153,Loyal Customers
CUST994,15,1,1000.0,5,5,4,554,Loyal Customers
CUST995,247,1,30.0,2,5,1,251,Loyal Customers
CUST996,231,1,50.0,2,5,1,251,Loyal Customers
CUST997,46,1,90.0,5,5,2,552,Loyal Customers
CUST998,65,1,100.0,5,5,2,552,Loyal Customers
CUST999,28,1,150.0,5,5,3,553,Loyal Customers
